0.39959654,0.18408349,0.41632
0.16638914,0.50611895,0.32749197
0.21864256,0.19670404,0.5846534
0.1562498,0.31150752,0.53224266
0.23625478,0.26462626,0.49911892
0.17398418,0.26605317,0.5599627
0.2264963,0.22800672,0.54549694
0.2264963,0.22800672,0.54549694
0.17152724,0.30064783,0.52782494
0.17152724,0.30064783,0.52782494
0.17781736,0.30482405,0.51735854
0.23073246,0.26414555,0.50512195
0.1954605,0.55141616,0.2531233
0.15499544,0.37573767,0.46926692
0.19641557,0.60452425,0.19906019
0.20599775,0.557476,0.23652628
0.20599775,0.557476,0.23652628
0.37944117,0.36946365,0.25109515
0.37944117,0.36946365,0.25109515
0.41044205,0.31919366,0.27036434
0.0717598,0.78048086,0.14775936
0.07275061,0.7757808,0.15146856
0.06710795,0.82896686,0.10392522
0.17343275,0.56901973,0.2575475
0.17298009,0.5577052,0.26931474
0.18589559,0.48600367,0.32810077
0.1769663,0.42717874,0.39585498
0.20468524,0.28713477,0.50818
0.20468524,0.28713477,0.50818
0.1967156,0.28809565,0.51518875
0.1967156,0.28809565,0.51518875
0.17997405,0.34020764,0.47981825
0.3749762,0.19062692,0.43439686
0.21336655,0.32820877,0.45842475
0.2850478,0.36705354,0.34789866
0.2779428,0.3772714,0.34478578
0.2779428,0.3772714,0.34478578
0.33268112,0.2501095,0.41720942
0.2936127,0.2926722,0.41371512
0.13508564,0.36218157,0.50273275
0.13508564,0.36218157,0.50273275
0.1650875,0.3303284,0.5045841
0.15462281,0.18314157,0.66223556
0.3902551,0.25129986,0.35844505
0.28810084,0.23487887,0.47702035
0.2467539,0.28309038,0.4701557
0.16005482,0.16606595,0.67387927
0.19829214,0.1740312,0.6276767
0.14795512,0.296359,0.5556859
0.60093796,0.12032927,0.27873278
0.18450949,0.28836238,0.52712816
0.20610909,0.20096846,0.5929225
0.19556777,0.2483513,0.5560809
0.2031266,0.4534216,0.34345186
0.020246718,0.85357213,0.12618119
0.35169822,0.23990683,0.4083949
0.4251177,0.24793522,0.326947
0.42645144,0.25378907,0.31975952
0.3065239,0.37545043,0.3180257
0.3295073,0.32766932,0.34282333
0.32924607,0.35015473,0.32059923
0.04389458,0.81589025,0.14021517
0.27782172,0.095937334,0.6262409
0.2726212,0.11078603,0.61659276
0.28988138,0.12645717,0.5836615
0.021095105,0.877528,0.10137687
0.23917928,0.15050684,0.6103139
0.23312485,0.16861317,0.59826195
0.023982113,0.8913105,0.08470739
0.20273358,0.21671812,0.58054835
0.1624431,0.25278822,0.5847687
0.1533802,0.21258688,0.63403285
0.13875753,0.30451316,0.5567293
0.13695158,0.28825805,0.5747903
0.12601733,0.30905187,0.5649308
0.13394381,0.31223938,0.5538168
0.31661928,0.075415656,0.6079651
0.17606173,0.43702772,0.38691053
0.20463587,0.46202576,0.33333832
0.20133205,0.43723378,0.36143422
0.20133205,0.43723378,0.36143422
0.19439366,0.45499066,0.35061574
0.19439366,0.45499066,0.35061574
0.45351815,0.119626276,0.42685562
0.3964097,0.11667451,0.48691577
0.2910814,0.12846917,0.58044946
0.36439133,0.10300137,0.53260726
0.31858882,0.09519942,0.58621174
0.42358622,0.13905318,0.43736055
0.4306561,0.14723837,0.42210555
0.4306561,0.14723837,0.42210555
0.4987107,0.09627812,0.40501127
0.45492423,0.1191425,0.4259333
0.45492423,0.1191425,0.4259333
0.2641072,0.09869645,0.6371963
0.35402352,0.107576095,0.5384005
0.3810725,0.1017164,0.51721114
0.38032642,0.10299194,0.5166816
0.31858882,0.09519942,0.58621174
0.38338658,0.16153271,0.4550807
0.41874284,0.14574608,0.43551102
0.47591624,0.13761747,0.3864663
0.53265035,0.11291796,0.35443163
0.52759385,0.11225735,0.3601488
0.52759385,0.11225735,0.3601488
0.52699107,0.13002579,0.3429831
0.48510015,0.17280525,0.34209454
0.4412828,0.23780763,0.32090947
0.22196431,0.31768864,0.46034697
0.16638914,0.50611895,0.32749197
0.2477051,0.34761685,0.40467802
0.2477051,0.34761685,0.40467802
0.2303773,0.094964474,0.67465824
0.23511776,0.100830585,0.66405165
0.18094666,0.24104385,0.5780094
0.18094666,0.24104385,0.5780094
0.18381539,0.2797655,0.5364191
0.18381539,0.2797655,0.5364191
0.15960504,0.30773085,0.5326641
0.20267864,0.23923852,0.5580828
0.0035049014,0.971686,0.024809094
0.045849994,0.8818742,0.07227574
0.086470895,0.6253553,0.2881738
0.08608811,0.62478995,0.28912193
0.08896452,0.6240513,0.2869842
0.08975197,0.65557265,0.2546754
0.08839943,0.66922027,0.24238025
0.0860662,0.67210853,0.24182528
0.09556735,0.67700875,0.22742394
0.09518136,0.71302235,0.19179626
0.16137898,0.4996306,0.33899033
0.13836105,0.41076,0.45087904
0.03485799,0.9032445,0.06189749
0.022040628,0.81184274,0.16611661
0.018567584,0.8453405,0.13609192
0.030401468,0.7628986,0.20669994
0.036487125,0.6820465,0.28146648
0.04038691,0.67913604,0.2804771
0.03895281,0.7479905,0.21305671
0.05083064,0.69448525,0.25468415
0.053528946,0.64070326,0.30576777
0.05457679,0.6258445,0.3195787
0.051045086,0.638223,0.3107319
0.014081939,0.95709705,0.028821029
0.03918449,0.6859374,0.27487805
0.046965886,0.6308024,0.32223177
0.017320834,0.8617911,0.120888114
0.0226339,0.83573717,0.14162897
0.02146827,0.8214109,0.15712082
0.020653566,0.8135372,0.1658093
0.020596635,0.81802577,0.16137761
0.015283627,0.8604288,0.124287605
0.013396913,0.887997,0.09860612
0.014632511,0.8343439,0.15102355
0.0080623785,0.9738357,0.018101873
0.017250406,0.7758668,0.20688277
0.02156867,0.7535177,0.22491363
0.02384245,0.7506697,0.22548784
0.0208482,0.792831,0.18632075
0.02386007,0.8049663,0.17117366
0.034883477,0.73498034,0.23013613
0.044671617,0.7076595,0.24766894
0.01870783,0.8684083,0.11288389
0.045849994,0.8818742,0.07227574
0.03485799,0.9032445,0.06189749
0.024916613,0.9401003,0.034983113
0.014081939,0.95709705,0.028821029
0.0080623785,0.9738357,0.018101873
0.009678308,0.968405,0.021916647
0.026214533,0.92679524,0.04699025
0.043609157,0.9027595,0.05363138
0.037690166,0.91642,0.04588983
0.019659627,0.9508168,0.029523501
